<<<<<<< HEAD
Country Code,Year,City,Country Name,Temp_AvgTemperature,City_Longitude,City_Latitude,City_Population,City_Land_Area,City_HDI,City_GINI,City_Overall Score (GDP),City_Property Rights,City_Government Integrity,City_Judicial Effectiveness,City_Tax Burden,City_Government Spending,City_Fiscal Health,City_Business Freedom,City_Labor Freedom,City_Monetary Freedom,City_Trade Freedom,City_Investment Freedom,City_Financial Freedom
USA,2013,Austin,United States,,-97.7431,30.2672,1051644.6,704.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.0,69.3,47.8,54.05,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,New York,United States,,-74.00594129999998,40.7127837,8512613.0,784.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.85,69.3,47.8,53.2,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Las Vegas,United States,,-115.13982959999998,36.169941200000004,649770.75,136.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.86666666666666,69.3,47.8,53.73333333333333,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Los Angeles,United States,,-118.24368490000002,34.0522342,3993752.0,1215.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.0,69.3,47.8,54.05,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,"Portland, OR",United States,,-122.6762071,45.5234515,719664.5,376.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.0,69.3,47.8,54.05,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Washington DC,United States,,-77.03687070000002,38.9071923,690274.4,158.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.0,69.3,47.8,54.05,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Denver,United States,,-104.9847179,39.737567,692162.4,401.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.9,69.3,47.8,54.8,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Boston,United States,,-71.05977320000002,42.358430799999994,673450.0,124.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.0,69.3,47.8,54.05,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Pittsburgh,United States,,-79.9958864,40.44062479999999,303376.0,151.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.9,69.3,47.8,54.8,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Minneapolis,United States,,-93.26667,44.983334,417166.4,139.8,0.9179999999999999,40.7,76.0,85.0,71.0,76.9,69.3,47.8,54.8,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,San Antonio,United States,,-98.4936,29.4241,1472366.0,426.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.50288600288599,69.3,47.8,54.01551226551214,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Indianapolis,United States,,-86.17846899999998,39.767625,859670.0,953.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.50288600288599,69.3,47.8,54.01551226551214,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Kansas City,United States,,-94.573,39.1429,487049.33333333326,3694.7517170893043,0.9179999999999999,40.7,76.0,85.0,71.0,75.1,69.3,47.8,53.3,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Richmond,United States,,-77.436048,37.540725,224042.8,162.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.9,69.3,47.8,54.8,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Greensboro,United States,,-79.791975,36.072635,292170.25,346.5,0.9179999999999999,40.7,76.0,85.0,71.0,76.50288600288599,69.3,47.8,54.01551226551214,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Oakland,United States,,-122.2708,37.8044,423923.75,144.0,0.9179999999999999,40.7,76.0,85.0,71.0,75.1,69.3,47.8,53.3,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,Iowa ,United States,,-91.5302,41.6611,74580.75,65.5,0.9179999999999999,40.7,76.0,85.0,71.0,76.50288600288599,69.3,47.8,54.01551226551214,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,West Palm Beach,United States,,-80.053375,26.715342,110755.5,58.2,0.9179999999999999,40.7,76.0,85.0,71.0,76.9,69.3,47.8,54.8,90.5,95.5,75.0,86.4,70.0,70.0
USA,2013,"Alton, IL",United States,,-90.184276,38.890603999999996,26581.0,43.0,0.9179999999999999,40.7,76.0,85.0,71.0,76.50288600288599,69.3,47.8,54.01551226551214,90.5,95.5,75.0,86.4,70.0,70.0
VNM,2013,Ho Chi Minh,Vietnam,,106.660172,10.762622,8427700.0,2095.0,0.6809999999999999,35.7,51.0,15.0,29.0,36.3,75.6,72.4,27.3,63.8,65.5,65.3,78.6,15.0,30.0
ARG,2014,Córdoba,Argentina,,-64.1888,-31.4201,1495450.0,576.0,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,la Ciudad de Paraná,Argentina,,-60.511547,-31.74132,254022.5,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Santa Fé,Argentina,,-60.69729399999999,-31.610658,398927.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Venado Tuerto,Argentina,,-61.969016,-33.745557,78977.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,San Carlos de Bariloche,Argentina,,-71.310278,-41.133472,112887.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,"General Alvear, Buenos Aires",Argentina,,-67.6955,-34.978,46429.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Arias,Argentina,,-62.402820999999996,-33.640334,7249.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Armstrong,Argentina,,-61.604082999999996,-32.782897,11484.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Caseros,Argentina,,-58.563463,-34.609483000000004,2339.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Correa,Argentina,,-60.85,-32.566666999999995,6146.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Malabrigo,Argentina,,-59.970068000000005,-29.348924,7479.5,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Godoy Cruz,Argentina,,-68.858396,-32.928627,195647.5,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Chañar Ladeado,Argentina,,-62.041291,-33.324484000000005,5415.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Cruz Alta,Argentina,,-53.605355,-28.645488,7344.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Carcarana,Argentina,,-61.157817,-32.857186,16432.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Villa General Belgrano,Argentina,,-64.55941,-31.977665000000002,8257.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,La Rioja,Argentina,,-66.85599300000001,-29.419379,180995.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Chacabuco,Argentina,,-60.471518999999994,-34.642084000000004,51254.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Uranga,Argentina,,-60.707459,-33.265409999999996,907.5,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,San Carlos Sud,Argentina,,-61.100028,-31.755693,2167.5,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Totoras,Argentina,,-61.167370999999996,-32.583479,10292.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Camilo Aldao,Argentina,,-62.09586700000001,-33.126319,5209.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,San Miguel,Argentina,,-58.71185799999999,-34.543054999999995,281775.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Cosquín,Argentina,,-64.470381,-31.246813,19815.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Arteaga,Argentina,,-61.79147099999999,-33.090412,3452.5,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Guaminí,Argentina,,-62.418471,-37.012608,11826.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Monte Buey,Argentina,,-62.454528,-32.914263,6395.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Tafi Viejo,Argentina,,-65.26702900000001,-26.732478999999998,56407.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Salliqueló,Argentina,,-62.959201,-36.751463,8714.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Juana Koslay,Argentina,,-66.23015799999999,-33.263763,15912.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Herrera,Argentina,,-63.06671,-28.48147,1767.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Corrientes,Argentina,,-58.830635,-27.469213,363088.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Bell Ville,Argentina,,-62.68885699999999,-32.630508,35281.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Bragado,Argentina,,-60.489941,-35.115475,41336.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Centeno,Argentina,,-61.410416000000005,-32.296913,3116.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Guaymallén,Argentina,,-68.8047,-32.902821,304037.5,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Inriville,Argentina,,-62.23124,-32.947289000000005,3719.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Lobos,Argentina,,-59.097528000000004,-35.185361,37705.5,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Olavarría,Argentina,,-60.32335,-36.893716999999995,111708.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Patagones,Argentina,,-62.980361,-40.798639,31294.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Pérez,Argentina,,-60.773168999999996,-32.999140999999995,29204.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Rauch,Argentina,,-59.089786,-36.774918,15520.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,San Antonio de Areco,Argentina,,-59.473866,-34.243617,24389.5,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,San Martín de los Andes,Argentina,,-71.35244399999999,-40.15721,33275.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,44.5,63.5,49.9,52.6,53.9,44.9,60.0,68.9,30.0,30.0
ARG,2014,Soldini,Argentina,,-60.754718000000004,-33.020688,3212.0,3694.7517170893043,0.836,41.6,44.6,15.0,29.5,43.84666666666667,63.5,49.9,53.10666666666661,53.9,44.9,60.0,68.9,30.0,30.0
BRA,2014,Belo Horizonte,Brazil,,-43.9333,-19.9167,2463719.666666667,331.0,0.7559999999999999,52.1,56.9,50.0,37.9,50.88260869565219,68.8,54.1,18.70434782608696,53.8,49.8,69.9,69.3,55.0,60.0
BRA,2014,Fortaleza,Brazil,,-48.3936,-10.7183,1322937.241,3694.7517170893043,0.7559999999999999,52.1,56.9,50.0,37.9,50.88260869565219,68.8,54.1,18.70434782608696,53.8,49.8,69.9,69.3,55.0,60.0
BRA,2014,João Pessoa,Brazil,,-34.8639,-7.168819999999998,723515.0,3694.7517170893043,0.7559999999999999,52.1,56.9,50.0,37.9,50.88260869565219,68.8,54.1,18.70434782608696,53.8,49.8,69.9,69.3,55.0,60.0
BRA,2014,Londrina,Brazil,,-51.1505,-23.3356,532570.0,3694.7517170893043,0.7559999999999999,52.1,56.9,50.0,37.9,50.88260869565219,68.8,54.1,18.70434782608696,53.8,49.8,69.9,69.3,55.0,60.0
BRA,2014,Extrema,Brazil,,-46.328,-22.840262,34943.0,243.1,0.7559999999999999,52.1,56.9,50.0,37.9,50.88260869565219,68.8,54.1,18.70434782608696,53.8,49.8,69.9,69.3,55.0,60.0
CAN,2014,Montréal,Canada,,-73.5539925,45.508669899999994,1954472.75,500.0,0.9179999999999999,33.2,80.2,90.0,87.7,77.0816091954023,79.7,47.3,81.20804597701147,89.3,83.1,76.3,88.3,80.0,80.0
CAN,2014,"London, ON",Canada,,-81.2497,42.9837,385564.4,421.0,0.9179999999999999,33.2,80.2,90.0,87.7,78.94999999999997,79.7,47.3,80.75,89.3,83.1,76.3,88.3,80.0,80.0
CAN,2014,"St Catharines, ON",Canada,,-79.2469,43.1594,133460.0,98.0,0.9179999999999999,33.2,80.2,90.0,87.7,77.1,79.7,47.3,81.2,89.3,83.1,76.3,88.3,80.0,80.0
CAN,2014,Saskatoon,Canada,,-106.670046,52.133214,270914.0,233.0,0.9179999999999999,33.2,80.2,90.0,87.7,78.94999999999997,79.7,47.3,80.75,89.3,83.1,76.3,88.3,80.0,80.0
CAN,2014,Windsor,Canada,,-83.036363,42.314937,220614.0,146.3,0.9179999999999999,33.2,80.2,90.0,87.7,77.1,79.7,47.3,81.2,89.3,83.1,76.3,88.3,80.0,80.0
COL,2014,Bogotá,Colombia,,-74.07583299999997,4.598056,7818299.75,1776.0,0.753,52.6,70.7,50.0,33.2,25.2,80.6,74.9,89.8,85.2,80.5,78.8,78.8,75.0,70.0
COL,2014,Ibagué,Colombia,,-75.239965,4.448517,564077.0,1439.0,0.753,52.6,70.7,50.0,33.2,30.94,80.6,74.9,83.84000000000002,85.2,80.5,78.8,78.8,75.0,70.0
DNK,2014,Hoeje-Taastrup Kommune,Denmark,,12.2898,55.656328,50298.0,78.0,0.935,28.4,76.1,90.0,93.7,76.63333333333333,39.3,0.5,96.26666666666668,98.1,91.2,80.0,87.8,90.0,90.0
DNK,2014,Hjørring,Denmark,,9.995764,57.456779000000004,65308.0,7.5,0.935,28.4,76.1,90.0,93.7,79.73541666666662,39.3,0.5,96.4427083333333,98.1,91.2,80.0,87.8,90.0,90.0
DNK,2014,Gladsaxe Kommune,Denmark,,12.488686,55.733461,68344.2,24.9,0.935,28.4,76.1,90.0,93.7,76.63333333333333,39.3,0.5,96.26666666666668,98.1,91.2,80.0,87.8,90.0,90.0
DNK,2014,Hvidovre,Denmark,,12.475386,55.642522,52864.25,25.0,0.935,28.4,76.1,90.0,93.7,76.05,39.3,0.5,96.05,98.1,91.2,80.0,87.8,90.0,90.0
DNK,2014,Egedal,Denmark,,12.238733,55.79504499999999,42805.66666666666,126.0,0.935,28.4,76.1,90.0,93.7,83.6,39.3,0.5,96.7,98.1,91.2,80.0,87.8,90.0,90.0
ECU,2014,Santiago de Guayaquil,Ecuador,,-79.922359,-2.170998,2478786.333333333,5047.0,0.7559999999999999,45.0,48.0,20.0,26.0,20.2,79.8,41.8,32.1,52.8,52.0,66.1,71.8,30.0,40.0
DEU,2014,Hamburg,Germany,,9.9936818,53.5510846,1775099.5,755.0,0.937,30.9,73.4,90.0,80.1,79.2,61.2,38.2,90.07999999999998,89.9,46.4,80.8,87.8,90.0,70.0
GRC,2014,Athens,Greece,,23.727539,37.98381,664046.0,39.0,0.875,35.8,55.7,40.0,33.2,57.55,65.9,19.2,64.3,75.8,53.9,76.3,82.8,60.0,50.0
IDN,2014,Jakarta ,Indonesia,,106.84559899999999,-6.2087634000000005,10216080.5,662.0,0.69,39.4,58.5,30.0,28.0,39.3,83.4,89.8,90.1,54.8,47.8,76.4,74.8,40.0,60.0
IDN,2014,Bogor ,Indonesia,,106.80603899999998,-6.597147000000001,1052065.25,118.5,0.69,39.4,58.5,30.0,28.0,45.2,83.4,89.8,89.4,54.8,47.8,76.4,74.8,40.0,60.0
ITA,2014,Torino,Italy,,7.6868565,45.070312,885408.6,130.0,0.882,34.7,60.9,50.0,38.5,55.4,55.5,25.6,66.9,75.5,52.5,78.9,87.8,85.0,60.0
ITA,2014,Napoli,Italy,,-81.7948103,26.142035800000002,983755.0,3694.7517170893043,0.882,34.7,60.9,50.0,38.5,56.86666666666665,55.5,25.6,67.24666666666666,75.5,52.5,78.9,87.8,85.0,60.0
ITA,2014,Ravenna,Italy,,12.518037,41.913028000000004,235996.0,683.0,0.882,34.7,60.9,50.0,38.5,56.86666666666665,55.5,25.6,67.24666666666666,75.5,52.5,78.9,87.8,85.0,60.0
ITA,2014,Firenze,Italy,,11.2558,43.7696,378237.0,102.4,0.882,34.7,60.9,50.0,38.5,56.86666666666665,55.5,25.6,67.24666666666666,75.5,52.5,78.9,87.8,85.0,60.0
JPN,2014,Hiroshima,Japan,,132.45529299999998,34.385203000000004,1191030.0,907.0,0.9059999999999999,33.044444444444444,72.4,80.0,77.8,73.20625,69.2,47.1,29.79999999999999,80.0,79.8,87.5,82.4,70.0,50.0
JOR,2014,Amman ,Jordan,,35.928371999999996,31.945366999999997,3777487.25,800.0,0.7290000000000001,38.87940929917293,69.2,60.0,45.6,57.3,94.0,66.9,27.7,62.0,72.9,81.3,79.6,70.0,60.0
LTU,2014,Vilnius ,Lithuania,,25.2796514,54.6871555,542626.0,401.0,0.8590000000000001,37.7,73.0,60.0,49.9,67.76822911104446,92.9,55.9,64.32249647213446,85.7,59.0,78.6,87.8,80.0,80.0
MYS,2014,Petaling Jaya,Malaysia,,101.595,3.1279,658611.0,3694.7517170893043,0.7909999999999999,41.1,69.6,55.0,44.3,67.0,84.6,75.6,77.10000000000002,85.6,78.5,81.0,76.4,55.0,60.0
MEX,2014,Hermosillo,Mexico,,-110.961,29.0892,820292.5,3694.7517170893043,0.7609999999999999,48.7,66.8,50.0,29.7,39.0,80.9,78.9,69.8,76.8,58.3,77.4,85.6,70.0,60.0
NLD,2014,Rotterdam,Netherlands,,4.4777325,51.9244201,481798.1165,208.0,0.932,28.6,74.2,90.0,88.0,72.0,51.7,25.6,85.6,89.7,59.6,79.9,87.8,90.0,80.0
NZL,2014,Auckland ,New Zealand,,174.74178799999999,-36.815328,1614975.0,4894.0,0.9159999999999999,38.87940929917293,81.2,95.0,94.0,88.4,71.2,32.3,98.3,96.1,90.2,86.3,86.8,80.0,80.0
PRT,2014,Torres Vedras ,Portugal,,-9.30148,38.763669,79465.0,407.0,0.847,35.6,63.5,70.0,61.1,69.25714285714285,60.1,26.8,42.73571428571429,84.9,34.6,79.3,87.8,70.0,60.0
PRT,2014,Santarém,Portugal,,-8.685994,39.236669,61476.0,553.0,0.847,35.6,63.5,70.0,61.1,69.25714285714285,60.1,26.8,42.73571428571429,84.9,34.6,79.3,87.8,70.0,60.0
PRT,2014,Faro,Portugal,,19.1424789,57.9441874,61059.0,202570.0,0.847,35.6,63.5,70.0,61.1,69.25714285714285,60.1,26.8,42.73571428571429,84.9,34.6,79.3,87.8,70.0,60.0
PRT,2014,Barreiro,Portugal,,-9.079072,38.660815,78764.0,33.0,0.847,35.6,63.5,70.0,61.1,69.25714285714285,60.1,26.8,42.73571428571429,84.9,34.6,79.3,87.8,70.0,60.0
PRT,2014,Guimarães,Portugal,,-8.292241,41.444266,154056.6666666667,241.0,0.847,35.6,63.5,70.0,61.1,69.25714285714285,60.1,26.8,42.73571428571429,84.9,34.6,79.3,87.8,70.0,60.0
SVN,2014,Ljubljana,Slovenia,,14.505751,46.056946999999994,290641.75,275.0,0.894,25.7,62.7,60.0,61.0,52.1,58.9,22.6,74.44999999999997,85.4,51.0,80.3,87.8,70.0,50.0
ZAF,2014,Johannesburg,South Africa,,28.047305100000003,-26.2041028,5101095.25,1645.0,0.693,63.0,62.5,50.0,41.6,63.242857142857154,68.7,69.1,72.62857142857142,74.5,54.4,75.3,76.1,55.0,60.0
ZAF,2014,Durban,South Africa,,31.0218404,-29.8586804,10652765.4,2292.0,0.693,63.0,62.5,50.0,41.6,63.242857142857154,68.7,69.1,72.62857142857142,74.5,54.4,75.3,76.1,55.0,60.0
ZAF,2014,Nelson Mandela Bay ,South Africa,,25.568108,-33.745241,1152115.0,1950.0,0.693,63.0,62.5,50.0,41.6,63.242857142857154,68.7,69.1,72.62857142857142,74.5,54.4,75.3,76.1,55.0,60.0
ZAF,2014,KwaDukuza,South Africa,,31.266,-29.366965000000004,276719.0,3694.7517170893043,0.693,63.0,62.5,50.0,41.6,63.242857142857154,68.7,69.1,72.62857142857142,74.5,54.4,75.3,76.1,55.0,60.0
ESP,2014,Valencia,Spain,,-0.3763,39.4699,791143.5,3694.7517170893043,0.888,36.1,67.2,70.0,62.6,55.635714285714286,54.0,38.7,28.87142857142857,77.3,52.2,79.9,87.8,80.0,70.0
ESP,2014,Zaragoza,Spain,,-0.8890853000000001,41.6488226,674097.4,969.0,0.888,36.1,67.2,70.0,62.6,55.635714285714286,54.0,38.7,28.87142857142857,77.3,52.2,79.9,87.8,80.0,70.0
CHE,2014,Basel,Switzerland,,7.5928,47.5619,198651.75,37.0,0.9420000000000001,32.5,81.6,90.0,88.1,82.10000000000002,68.9,65.7,95.9,75.4,87.4,85.2,90.0,85.0,80.0
TWN,2014,Kaohsiung,Taiwan,,120.32307759999999,22.6238898,2776348.6,2947.0,0.8698855052577321,38.87940929917293,73.9,70.0,59.7,68.7277777777778,80.3,84.7,88.56481481481481,93.9,53.1,81.7,85.8,70.0,60.0
TWN,2014,Tainan ,Taiwan,,120.2269,22.9999,1883590.0,2192.0,0.8698855052577321,38.87940929917293,73.9,70.0,59.7,68.45,80.3,84.7,87.25,93.9,53.1,81.7,85.8,70.0,60.0
TWN,2014,Taoyuan,Taiwan,,121.30098000000001,24.993628,2169145.5,1220.9,0.8698855052577321,38.87940929917293,73.9,70.0,59.7,67.7,80.3,84.7,83.7,93.9,53.1,81.7,85.8,70.0,60.0
TWN,2014,New Taipei ,Taiwan,,121.4458,25.0111,3985711.75,2053.0,0.8698855052577321,38.87940929917293,73.9,70.0,59.7,69.2,80.3,84.7,90.8,93.9,53.1,81.7,85.8,70.0,60.0
TWN,2014,Yilan County,Taiwan,,121.73775,24.702107,457180.5,2143.0,0.8698855052577321,38.87940929917293,73.9,70.0,59.7,68.7277777777778,80.3,84.7,88.56481481481481,93.9,53.1,81.7,85.8,70.0,60.0
TUR,2014,Kadiovacik,Turkey,,26.553613000000002,38.3434574,226.8,5947.0,0.7959999999999999,41.2,64.9,50.0,44.0,52.15,77.5,63.5,92.9,67.6,59.7,71.8,84.5,70.0,60.0
TUR,2014,Urla,Turkey,,26.553613000000002,38.3434574,226.8,5947.0,0.7931250000000001,41.275,63.72500000000001,49.4375,44.025,52.15,76.6,64.61250000000001,92.9,65.9125,47.25,71.98750000000003,83.4625,71.25,58.75
TUR,2014,Bursa,Turkey,,29.060964000000002,40.188528000000005,2994521.0,3694.7517170893043,0.7959999999999999,41.2,64.9,50.0,44.0,52.176923076923075,77.5,63.5,93.1153846153846,67.6,59.7,71.8,84.5,70.0,60.0
TUR,2014,İzmir,Turkey,,27.142826,38.423734,4320519.0,3694.7517170893043,0.7959999999999999,41.2,64.9,50.0,44.0,52.176923076923075,77.5,63.5,93.1153846153846,67.6,59.7,71.8,84.5,70.0,60.0
GBR,2014,London ,United Kingdom,,-0.078689,51.504858,8797293.666666666,1572.0,0.925,34.0,74.9,90.0,76.4,93.8,56.6,29.5,53.5,92.0,73.1,73.5,87.8,90.0,80.0
GBR,2014,Cardiff,United Kingdom,,-3.17909,51.481581,362100.0,140.0,0.925,34.0,74.9,90.0,76.4,93.0,56.6,29.5,40.4,92.0,73.1,73.5,87.8,90.0,80.0
GBR,2014,Manchester,United Kingdom,,-2.2484851000000003,53.479324,2802263.75,1277.0,0.925,34.0,74.9,90.0,76.4,93.0,56.6,29.5,40.4,92.0,73.1,73.5,87.8,90.0,80.0
GBR,2014,Bournemouth,United Kingdom,,-1.880769,50.719164,260133.33333333328,108.0,0.925,34.0,74.9,90.0,76.4,93.0,56.6,29.5,40.4,92.0,73.1,73.5,87.8,90.0,80.0
